"05.06.2019 12:00";"27.0";"736.0";"";"";"58";"Ветер, дующий с востока";"4";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.06.2019 09:00";"26.0";"736.0";"";"";"65";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.06.2019 06:00";"18.9";"736.0";"760.3";"";"75";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"18.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"14.4";"Осадков нет";"12";"";"";"";"";
"05.06.2019 03:00";"18.0";"736.0";"";"";"86";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.06.2019 00:00";"19.0";"736.0";"";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 21:00";"21.0";"737.0";"";"";"81";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 18:00";"24.0";"737.0";"";"";"62";"Ветер, дующий с севера";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 15:00";"30.2";"735.2";"758.6";"";"33";"Ветер, дующий с востоко-северо-востока";"2";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Морось.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"12.0";"";"";"";"";"";"";
"04.06.2019 12:00";"26.0";"736.0";"";"";"56";"Ветер, дующий с северо-востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 09:00";"20.0";"737.0";"";"";"89";"Ветер, дующий с юго-запада";"3";"";"";"";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 06:00";"18.0";"736.0";"";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 03:00";"18.0";"736.0";"";"";"88";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.06.2019 00:00";"20.0";"736.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 21:00";"23.0";"736.2";"760.1";"";"73";"Ветер, дующий с юго-запада";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"29.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"17.9";"Осадков нет";"12";"";"";"";"";
"03.06.2019 18:00";"27.0";"736.0";"";"";"54";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 15:00";"29.0";"736.0";"";"";"38";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 12:00";"28.0";"736.0";"";"";"44";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 09:00";"22.8";"735.8";"759.7";"";"60";"Ветер, дующий с юго-запада";"2";"";"";"50%.";" ";"";"";"18.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"14.7";"Осадков нет";"12";"";"";"";"";
"03.06.2019 06:00";"19.0";"736.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 03:00";"20.0";"735.0";"";"";"72";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.06.2019 00:00";"21.0";"736.0";"";"";"69";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 21:00";"23.0";"736.0";"";"";"52";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 18:00";"25.0";"736.0";"";"";"48";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 15:00";"26.0";"737.0";"";"";"54";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 12:00";"30.0";"736.0";"";"";"43";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 09:00";"26.4";"736.6";"760.3";"";"47";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"17.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"14.2";"Осадков нет";"12";"";"";"";"";
"02.06.2019 06:00";"17.5";"736.3";"760.8";"";"77";"Ветер, дующий с юго-востока";"3";"";"";"40%.";" ";"";"";"17.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"13.4";"Осадков нет";"12";"";"";"";"";
"02.06.2019 03:00";"18.0";"737.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.06.2019 00:00";"20.0";"737.0";"";"";"76";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 21:00";"24.2";"736.2";"760.0";"";"56";"Ветер, дующий с запада";"1";"";"";"40%.";" ";"";"";"";"29.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"14.9";"Осадков нет";"12";"";"";"";"";
"01.06.2019 18:00";"27.0";"736.0";"";"";"41";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 15:00";"27.0";"737.0";"";"";"43";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 12:00";"30.0";"736.0";"";"";"38";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 09:00";"25.0";"736.0";"";"";"53";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 06:00";"17.2";"735.7";"760.1";"";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"17.2";"";"";"";"";"";"";"20.0";"13.8";"Осадков нет";"12";"";"";"";"";
"01.06.2019 03:00";"18.0";"736.0";"";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.06.2019 00:00";"19.0";"736.0";"";"";"79";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 21:00";"23.0";"736.0";"";"";"59";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 18:00";"27.0";"736.0";"";"";"50";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 15:00";"31.0";"737.0";"";"";"28";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 12:00";"29.0";"737.0";"";"";"35";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 09:00";"25.0";"738.0";"";"";"49";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 06:00";"16.6";"737.2";"761.8";"";"77";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"16.5";"";"";"";"";"";"";"20.0";"12.6";"Осадков нет";"12";"";"";"";"";
"31.05.2019 03:00";"17.0";"737.0";"";"";"76";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.05.2019 00:00";"19.0";"738.0";"";"";"63";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 21:00";"22.0";"738.0";"";"";"49";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 18:00";"31.0";"737.0";"";"";"27";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 15:00";"31.0";"738.0";"";"";"24";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 12:00";"29.0";"738.0";"";"";"30";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 09:00";"24.5";"737.8";"761.7";"";"32";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"16.1";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.9";"Осадков нет";"12";"";"";"";"";
"30.05.2019 06:00";"17.0";"737.0";"";"";"65";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 03:00";"18.0";"738.0";"";"";"64";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.05.2019 00:00";"18.0";"737.0";"";"";"53";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 21:00";"23.0";"737.0";"";"";"32";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 18:00";"30.0";"736.0";"";"";"27";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 15:00";"30.0";"736.0";"";"";"27";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 12:00";"30.0";"735.0";"";"";"27";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 09:00";"26.0";"736.0";"";"";"33";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 06:00";"18.0";"744.0";"";"";"40";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 03:00";"19.0";"735.0";"";"";"37";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.05.2019 00:00";"19.0";"736.0";"";"";"44";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 21:00";"20.0";"737.0";"";"";"40";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 18:00";"24.0";"738.0";"";"";"33";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 15:00";"27.0";"738.0";"";"";"26";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 12:00";"26.0";"739.0";"";"";"29";"Ветер, дующий с юго-востока";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 09:00";"23.5";"739.3";"763.3";"";"43";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"12.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"10.3";"Осадков нет";"12";"";"";"";"";
"28.05.2019 06:00";"13.0";"739.0";"";"";"83";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 03:00";"15.0";"740.0";"";"";"81";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.05.2019 00:00";"16.0";"740.0";"";"";"78";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 21:00";"20.0";"740.0";"";"";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 18:00";"25.0";"739.0";"";"";"40";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 15:00";"26.0";"739.0";"";"";"33";"Ветер, дующий с северо-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 12:00";"26.0";"739.0";"";"";"33";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 09:00";"22.6";"739.4";"763.5";"";"55";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"13.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.0";"Осадков нет";"12";"";"";"";"";
"27.05.2019 06:00";"14.0";"739.0";"";"";"84";"Ветер, дующий с юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 03:00";"14.0";"739.0";"";"";"88";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.05.2019 00:00";"15.0";"738.0";"";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 21:00";"17.0";"738.0";"";"";"85";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 18:00";"20.0";"736.0";"";"";"68";"Ветер, дующий с юго-запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 15:00";"21.0";"736.0";"";"";"61";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 12:00";"21.0";"735.0";"";"";"60";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 09:00";"17.0";"735.0";"";"";"83";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 06:00";"15.4";"733.9";"758.5";"";"89";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"15.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"13.6";"Осадков нет";"12";"";"";"";"";
"26.05.2019 03:00";"15.0";"734.0";"";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.05.2019 00:00";"15.0";"734.0";"";"";"87";"Ветер, дующий с юго-запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 21:00";"16.0";"733.0";"";"";"85";"Ветер, дующий с юго-запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 18:00";"20.0";"732.0";"";"";"64";"Ветер, дующий с запада";"4";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 15:00";"17.0";"732.0";"";"";"81";"Ветер, дующий с запада";"2";"";"";"";"Гроза, но без осадков, в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 12:00";"22.0";"731.0";"";"";"47";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 09:00";"19.0";"731.0";"";"";"67";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 06:00";"14.0";"731.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 03:00";"15.0";"740.0";"";"";"86";"Ветер, дующий с юго-востока";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.05.2019 00:00";"16.0";"732.0";"";"";"82";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 21:00";"17.0";"732.0";"";"";"81";"Ветер, дующий с юго-востока";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 18:00";"21.0";"732.0";"";"";"53";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 15:00";"24.0";"732.0";"";"";"48";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 12:00";"26.0";"732.0";"";"";"29";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 09:00";"22.0";"733.0";"";"";"44";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 06:00";"11.8";"733.3";"758.1";"";"76";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"11.6";"";"";"";"";"";"";"20.0";"7.7";"Осадков нет";"12";"";"";"";"";
"24.05.2019 03:00";"13.0";"734.0";"";"";"74";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.05.2019 00:00";"14.0";"734.0";"";"";"72";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
